,Date,Country,Activity
2631,1990,SOUTH AFRICA,Water sports
2632,1990,BAHAMAS,Others
2633,1990,SOUTH AFRICA,Others
2634,1990,AUSTRALIA,Water sports
2635,1990,AUSTRALIA,Water sports
2636,1990,SOUTH AFRICA,Water sports
2637,1990,SOUTH AFRICA,Water sports
2638,1990,AUSTRALIA,Water sports
2639,1990,AUSTRALIA,Water sports
2640,1990,AUSTRALIA,Water sports
2641,1990,AUSTRALIA,Water sports
2642,1990,USA,Water sports
2643,1990,FIJI,Water sports
2644,1990,REUNION,Water sports
2645,1990,USA,Water sports
2646,1990,USA,Others
2647,1990,USA,Water sports
2648,1990,USA,Water sports
2649,1989,USA,Others
2650,1989,AUSTRALIA,Others
2651,1989,AUSTRALIA,Water sports
2652,1989,AUSTRALIA,Water sports
2653,1989,SOUTH AFRICA,Water sports
2654,1989,USA,Others
2655,1989,AUSTRALIA,Water sports
2656,1989,AUSTRALIA,Water sports
2657,1989,AUSTRALIA,Water sports
2658,1989,USA,Water sports
2659,1989,USA,Water sports
2660,1989,USA,Water sports
2661,1989,AUSTRALIA,Water sports
2662,1989,SOUTH AFRICA,Water sports
2663,1989,USA,Others
2664,1989,USA,Others
2665,1989,USA,Water sports
2666,1989,USA,Water sports
2667,1989,USA,Others
2668,1989,AUSTRALIA,Others
2669,1989,USA,Water sports
2670,1989,SOUTH AFRICA,Water sports
2671,1989,AUSTRALIA,Water sports
2672,1989,BAHAMAS,Others
2673,1989,AUSTRALIA,Others
2674,1989,BERMUDA,Water sports
2675,1989,SOUTH AFRICA,Water sports
2676,1989,REUNION,Water sports
2677,1989,USA,Water sports
2678,1989,USA,Others
2679,1989,USA,Water sports
2680,1989,USA,Others
2681,1989,ITALY,Water sports
2682,1989,SOUTH AFRICA,Water sports
2683,1989,SOUTH AFRICA,Water sports
2684,1989,JAPAN,Others
2685,1989,USA,Water sports
2686,1989,USA,Water sports
2687,1989,USA,Others
2688,1989,USA,Water sports
2689,1989,USA,Water sports
2690,1989,AUSTRALIA,Water sports
2691,1989,AUSTRALIA,Water sports
2692,1989,SOUTH AFRICA,Others
2693,1989,SOUTH AFRICA,Water sports
2694,1989,ITALY,Water sports
2695,1989,USA,Water sports
2696,1989,USA,Water sports
2697,1989,USA,Water sports
2698,1989,SOUTH AFRICA,Others
2699,1989,USA,Water sports
2700,1989,AUSTRALIA,Water sports
2701,1989,PAPUA NEW GUINEA,Water sports
2702,1989,USA,Others
2703,1988,CHILE,Water sports
2704,1988,AUSTRALIA,Others
2705,1988,AUSTRALIA,Others
2706,1988,PHILIPPINES,Others
2707,1988,USA,Water sports
2708,1988,AUSTRALIA,Water sports
2709,1988,USA,Water sports
2710,1988,USA,Water sports
2711,1988,USA,Water sports
2712,1988,AUSTRALIA,Water sports
2713,1988,USA,Others
2714,1988,USA,Water sports
2715,1988,USA,Others
2716,1988,USA,Water sports
2717,1988,USA,Water sports
2718,1988,ITALY,Others
2719,1988,JAPAN,Others
2720,1988,USA,Water sports
2721,1988,BAHAMAS,Water sports
2722,1988,BAHAMAS,Others
2723,1988,BAHAMAS,Water sports
2724,1988,USA,Water sports
2725,1988,USA,Water sports
2726,1988,BAHAMAS,Water sports
2727,1988,BAHAMAS,Others
2728,1988,SOUTH AFRICA,Others
2729,1988,USA,Water sports
2730,1988,USA,Others
2731,1988,USA,Water sports
2732,1988,USA,Water sports
2733,1988,SOUTH KOREA,Water sports
2734,1988,USA,Water sports
2735,1988,USA,Water sports
2736,1988,REUNION,Others
2737,1988,USA,Water sports
2738,1988,USA,Water sports
2739,1988,USA,Others
2740,1988,USA,Water sports
2741,1988,USA,Water sports
2742,1988,SOUTH AFRICA,Others
2743,1988,USA,Others
2744,1988,USA,Water sports
2745,1988,SOUTH AFRICA,Water sports
2746,1988,REUNION,Water sports
2747,1988,SOUTH AFRICA,Others
2748,1988,SOUTH AFRICA,Water sports
2749,1988,SOUTH AFRICA,Water sports
2750,1988,AUSTRALIA,Others
2751,1988,Fiji,Water sports
2752,1988,SOUTH AFRICA,Water sports
2753,1988,AUSTRALIA,Others
2754,1988,USA,Others
2755,1988,SOUTH AFRICA,Others
2756,1988,SOUTH AFRICA,Others
2757,1988,AUSTRALIA,Water sports
2758,1987,PHILIPPINES,Others
2759,1987,USA,Water sports
2760,1987,AUSTRALIA,Others
2761,1987,USA,Water sports
2762,1987,SOUTH AFRICA,Others
2763,1987,USA,Water sports
2764,1987,SOUTH AFRICA,Water sports
2765,1987,SOUTH AFRICA,Others
2766,1987,DOMINICAN REPUBLIC,Others
2767,1987,AUSTRALIA,Water sports
2768,1987,SOUTH AFRICA,Water sports
2769,1987,USA,Others
2770,1987,USA,Water sports
2771,1987,USA,Water sports
2772,1987,USA,Water sports
2773,1987,USA,Others
2774,1987,USA,Others
2775,1987,BAHAMAS,Water sports
2776,1987,BAHAMAS,Others
2777,1987,USA,Others
2778,1987,USA,Others
2779,1987,USA,Water sports
2780,1987,AUSTRALIA,Others
2781,1987,SOUTH AFRICA,Others
2782,1987,USA,Water sports
2783,1987,USA,Water sports
2784,1987,VANUATU,Water sports
2785,1987,AUSTRALIA,Water sports
2786,1987,SOUTH AFRICA,Others
2787,1987,USA,Water sports
2788,1987,SOLOMON ISLANDS,Others
2789,1987,SOUTH AFRICA,Others
2790,1987,AUSTRALIA,Water sports
2791,1987,MONTENEGRO,Others
2792,1987,ITALY,Others
2793,1986,SOUTH AFRICA,Others
2794,1986,SOUTH AFRICA,Water sports
2795,1986,USA,Water sports
2796,1986,BAHAMAS,Others
2797,1986,USA,Water sports
2798,1986,SOUTH AFRICA,Others
2799,1986,NEW CALEDONIA,Others
2800,1986,USA,Water sports
2801,1986,USA,Water sports
2802,1986,USA,Water sports
2803,1986,SOUTH AFRICA,Others
2804,1986,USA,Water sports
2805,1986,SOUTH AFRICA,Others
2806,1986,AUSTRALIA,Others
2807,1986,USA,Water sports
2808,1986,USA,Others
2809,1986,USA,Water sports
2810,1986,USA,Water sports
2811,1986,USA,Water sports
2812,1986,SOUTH AFRICA,Others
2813,1986,AUSTRALIA,Water sports
2814,1986,FRANCE,Others
2815,1986,AUSTRALIA,Others
2816,1986,USA,Others
2817,1986,SOUTH AFRICA,Others
2818,1986,AUSTRALIA,Water sports
2819,1986,SOUTH KOREA,Water sports
2820,1986,USA,Others
2821,1986,SPAIN,Water sports
2822,1986,SPAIN,Water sports
2823,1986,SOUTH AFRICA,Others
2824,1986,SOUTH AFRICA,Water sports
2825,1986,SOUTH AFRICA,Water sports
2826,1986,SOUTH AFRICA,Water sports
2827,1986,SOUTH AFRICA,Water sports
2828,1986,SOUTH AFRICA,Others
2829,1986,AUSTRALIA,Water sports
2830,1986,USA,Water sports
2831,1986,USA,Water sports
2832,1985,SOUTH AFRICA,Water sports
2833,1985,USA,Others
2834,1985,AUSTRALIA,Others
2835,1985,USA,Others
2836,1985,USA,Others
2837,1985,SOUTH AFRICA,Water sports
2838,1985,USA,Water sports
2839,1985,USA,Water sports
2840,1985,USA,Water sports
2841,1985,USA,Others
2842,1985,USA,Water sports
2843,1985,SOUTH AFRICA,Water sports
2844,1985,USA,Water sports
2845,1985,USA,Water sports
2846,1985,USA,Others
2847,1985,USA,Others
2848,1985,USA,Water sports
2849,1985,USA,Others
2850,1985,USA,Water sports
2851,1985,USA,Others
2852,1985,USA,Others
2853,1985,ITALY,Water sports
2854,1985,USA,Water sports
2855,1985,SOUTH AFRICA,Others
2856,1985,USA,Water sports
2857,1985,AUSTRALIA,Water sports
2858,1985,USA,Water sports
2859,1985,USA,Water sports
2860,1985,SOUTH AFRICA,Water sports
2861,1985,SOUTH AFRICA,Others
2862,1985,SOUTH AFRICA,Water sports
2863,1985,NEW ZEALAND,Others
2864,1985,SOUTH AFRICA,Others
2865,1985,NEW CALEDONIA,Others
2866,1985,SOUTH AFRICA,Others
2867,1985,VANUATU,Others
2868,1985,IRAN,Others
2869,1984,ITALY,Others
2870,1984,AUSTRALIA,Others
2871,1984,USA,Water sports
2872,1984,USA,Others
2873,1984,USA,Water sports
2874,1984,USA,Water sports
2875,1984,USA,Others
2876,1984,USA,Water sports
2877,1984,USA,Water sports
2878,1984,USA,Water sports
2879,1984,USA,Water sports
2880,1984,USA,Water sports
2881,1984,USA,Water sports
2882,1984,USA,Water sports
2883,1984,USA,Others
2884,1984,USA,Water sports
2885,1984,MEXICO,Others
2886,1984,USA,Others
2887,1984,INDONESIA,Others
2888,1984,USA,Water sports
2889,1984,USA,Water sports
2890,1984,SOUTH AFRICA,Others
2891,1984,USA,Others
2892,1984,SOUTH AFRICA,Others
2893,1984,SOUTH AFRICA,Water sports
2894,1984,USA,Others
2895,1984,VANUATU,Water sports
2896,1984,SOUTH AFRICA,Others
2897,1984,SOMALIA,Others
2898,1984,SOUTH AFRICA,Water sports
2899,1984,SOUTH AFRICA,Others
2900,1984,AUSTRALIA,Others
2901,1984,SOUTH AFRICA,Others
2902,1984,SOUTH AFRICA,Water sports
2903,1984,SOUTH AFRICA,Others
2904,1984,AUSTRALIA,Others
2905,1984,SOUTH AFRICA,Water sports
2906,1984,SOUTH AFRICA,Others
2907,1984,USA,Others
2908,1984,USA,Water sports
2909,1983,GREECE,Others
2910,1983,USA,Water sports
2911,1983,AUSTRALIA,Water sports
2912,1983,SOUTH AFRICA,Water sports
2913,1983,SOUTH AFRICA,Water sports
2914,1983,SOUTH AFRICA,Others
2915,1983,PHILIPPINES,Others
2916,1983,USA,Water sports
2917,1983,SOUTH AFRICA,Water sports
2918,1983,USA,Water sports
2919,1983,USA,Others
2920,1983,USA,Others
2921,1983,USA,Water sports
2922,1983,SOUTH AFRICA,Others
2923,1983,USA,Water sports
2924,1983,USA,Water sports
2925,1983,USA,Water sports
2926,1983,USA,Others
2927,1983,AUSTRALIA,Water sports
2928,1983,AUSTRALIA,Water sports
2929,1983,AUSTRALIA,Others
2930,1983,SOUTH AFRICA,Water sports
2931,1983,USA,Water sports
2932,1983,BAHAMAS,Others
2933,1983,USA,Others
2934,1983,USA,Water sports
2935,1983,BAHAMAS,Others
2936,1983,USA,Water sports
2937,1983,BAHAMAS,Others
2938,1983,ITALY,Water sports
2939,1983,BAHAMAS,Others
2940,1983,USA,Others
2941,1983,USA,Water sports
2942,1983,USA,Water sports
2943,1983,USA,Water sports
2944,1983,SOUTH AFRICA,Others
2945,1983,USA,Water sports
2946,1983,SOUTH AFRICA,Others
2947,1983,SOUTH AFRICA,Others
2948,1983,SOUTH AFRICA,Water sports
2949,1983,USA,Water sports
2950,1983,NEW CALEDONIA,Others
2951,1983,SOUTH AFRICA,Water sports
2952,1983,USA,Others
2953,1983,SOUTH AFRICA,Others
2954,1983,SOUTH AFRICA,Water sports
2955,1983,SOUTH AFRICA,Others
2956,1983,,Water sports
2957,1983,VANUATU,Others
2958,1983,USA,Others
2959,1982,USA,Others
2960,1982,USA,Water sports
2961,1982,SOUTH AFRICA,Water sports
2962,1982,SOUTH AFRICA,Water sports
2963,1982,USA,Water sports
2964,1982,USA,Water sports
2965,1982,USA,Water sports
2966,1982,USA,Others
2967,1982,JAPAN,Others
2968,1982,USA,Water sports
2969,1982,SOUTH AFRICA,Water sports
2970,1982,TUNISIA,Water sports
2971,1982,SOUTH AFRICA,Water sports
2972,1982,SOUTH AFRICA,Water sports
2973,1982,USA,Water sports
2974,1982,USA,Water sports
2975,1982,USA,Water sports
2976,1982,USA,Water sports
2977,1982,NEW CALEDONIA,Others
2978,1982,SOUTH AFRICA,Water sports
2979,1982,USA,Water sports
2980,1982,BAHAMAS,Others
2981,1982,USA,Others
2982,1982,USA,Water sports
2983,1982,USA,Others
2984,1982,USA,Water sports
2985,1982,AUSTRALIA,Water sports
2986,1982,NEW CALEDONIA,Others
2987,1982,AUSTRALIA,Others
2988,1982,USA,Water sports
2989,1982,SOUTH AFRICA,Others
2990,1982,USA,Others
2991,1982,USA,Water sports
2992,1982,USA,Water sports
2993,1982,USA,Water sports
2994,1982,USA,Water sports
2995,1982,SOUTH AFRICA,Water sports
2996,1982,ITALY,Others
2997,1982,ITALY,Others
2998,1982,TUNISIA,Others
2999,1981,USA,Water sports
3000,1981,AUSTRALIA,Others
3001,1981,USA,Water sports
3002,1981,REUNION,Others
3003,1981,SOUTH AFRICA,Others
3004,1981,USA,Water sports
3005,1981,USA,Water sports
3006,1981,USA,Water sports
3007,1981,USA,Water sports
3008,1981,USA,Water sports
3009,1981,USA,Water sports
3010,1981,USA,Water sports
3011,1981,USA,Water sports
3012,1981,USA,Water sports
3013,1981,USA,Water sports
3014,1981,USA,Water sports
3015,1981,USA,Others
3016,1981,USA,Others
3017,1981,USA,Water sports
3018,1981,USA,Water sports
3019,1981,BAHAMAS,Water sports
3020,1981,USA,Water sports
3021,1981,SOUTH AFRICA,Water sports
3022,1981,USA,Others
3023,1981,SOUTH AFRICA,Others
3024,1981,ENGLAND,Others
3025,1981,USA,Others
3026,1981,USA,Water sports
3027,1981,SOUTH KOREA,Water sports
3028,1981,SOUTH AFRICA,Water sports
3029,1981,USA,Water sports
3030,1981,USA,Water sports
3031,1981,SOUTH AFRICA,Water sports
3032,1981,NAMIBIA,Others
3033,1981,BERMUDA,Others
3034,1981,SOUTH AFRICA,Water sports
3035,1981,USA,Others
3036,1981,USA,Water sports
3037,1981,CHILE,Water sports
3038,1981,BRAZIL,Water sports
3039,1981,SOUTH AFRICA,Water sports
3040,1981,AUSTRALIA,Others
3041,1981,AUSTRALIA,Others
3042,1981,USA,Water sports
3043,1981,BRAZIL,Others
3044,1981,USA,Others
3045,1981,SOUTH AFRICA,Water sports
3046,1981,AUSTRALIA,Water sports
3047,1981,GREECE,Water sports
3048,1980,SOUTH AFRICA,Water sports
3049,1980,SOUTH AFRICA,Others
3050,1980,REUNION,Others
3051,1980,AUSTRALIA,Water sports
3052,1980,SOUTH AFRICA,Water sports
3053,1980,BRAZIL,Water sports
3054,1980,USA,Water sports
3055,1980,USA,Water sports
3056,1980,MEXICO,Water sports
3057,1980,USA,Others
3058,1980,USA,Others
3059,1980,SPAIN,Water sports
3060,1980,USA,Water sports
3061,1980,USA,Others
3062,1980,USA,Water sports
3063,1980,USA,Water sports
3064,1980,USA,Water sports
3065,1980,SOUTH AFRICA,Water sports
3066,1980,JAMAICA,Others
3067,1980,PHILIPPINES,Others
3068,1980,MEXICO,Water sports
3069,1980,SOUTH AFRICA,Water sports
3070,1980,BRAZIL,Water sports
3071,1980,PHILIPPINES,Others
3072,1980,SOUTH AFRICA,Others
3073,1980,SOUTH AFRICA,Water sports
3074,1980,KENYA,Others
3075,1980,SOUTH AFRICA,Others
3076,1980,SOUTH AFRICA,Water sports
3077,1980,SOUTH AFRICA,Water sports
3078,1980,CHILE,Water sports
3079,1980,NORTH ATLANTIC OCEAN,Others
3080,1980,GREECE,Water sports
3081,1980,SOUTH AFRICA,Others
3082,1980,TONGA,Others
3083,1979,SOUTH AFRICA,Water sports
3084,1979,PORTUGAL,Others
3085,1979,SOUTH CHINA SEA,Water sports
3086,1979,USA,Water sports
3087,1979,SOUTH AFRICA,Others
3088,1979,SOUTH AFRICA,Others
3089,1979,AUSTRALIA,Water sports
3090,1979,HONG KONG,Water sports
3091,1979,HONG KONG,Others
3092,1979,USA,Water sports
3093,1979,THAILAND,Others
3094,1979,USA,Others
3095,1979,USA,Water sports
3096,1979,SOUTH AFRICA,Others
3097,1979,SOUTH AFRICA,Water sports
3098,1979,NEW CALEDONIA,Others
3099,1979,NEW CALEDONIA,Others
3100,1979,USA,Water sports
3101,1979,USA,Water sports
3102,1979,USA,Water sports
3103,1979,USA,Water sports
3104,1979,SOUTH AFRICA,Others
3105,1979,NEW CALEDONIA,Others
3106,1979,SOUTH AFRICA,Water sports
3107,1979,USA,Others
3108,1978,AUSTRALIA,Others
3109,1978,SOUTH AFRICA,Others
3110,1978,USA,Water sports
3111,1978,USA,Water sports
3112,1978,SOUTH AFRICA,Others
3113,1978,SOUTH AFRICA,Others
3114,1978,ITALY,Water sports
3115,1978,AUSTRALIA,Water sports
3116,1978,USA,Others
3117,1978,USA,Others
3118,1978,USA,Others
3119,1978,USA,Others
3120,1978,USA,Water sports
3121,1978,USA,Water sports
3122,1978,ITALY,Others
3123,1978,MARSHALL ISLANDS,Water sports
3124,1978,MARSHALL ISLANDS,Water sports
3125,1978,AUSTRALIA,Water sports
3126,1978,SOUTH AFRICA,Others
3127,1978,SOUTH AFRICA,Others
3128,1978,SOUTH AFRICA,Water sports
3129,1978,SOUTH AFRICA,Water sports
3130,1978,SOUTH AFRICA,Others
3131,1978,USA,Water sports
3132,1978,VANUATU,Water sports
3133,1977,USA,Water sports
3134,1977,USA,Water sports
3135,1977,SOUTH AFRICA,Water sports
3136,1977,SOUTH AFRICA,Others
3137,1977,SOUTH AFRICA,Others
3138,1977,SOUTH AFRICA,Others
3139,1977,AUSTRALIA,Water sports
3140,1977,AUSTRALIA,Others
3141,1977,SOUTH AFRICA,Others
3142,1977,USA,Water sports
3143,1977,USA,Others
3144,1977,USA,Others
3145,1977,USA,Water sports
3146,1977,USA,Others
3147,1977,SOUTH AFRICA,Others
3148,1977,AUSTRALIA,Others
3149,1977,AUSTRALIA,Others
3150,1977,USA,Water sports
3151,1977,SOUTH AFRICA,Water sports
3152,1977,AUSTRALIA,Others
3153,1977,AUSTRALIA,Others
3154,1977,AUSTRALIA,Others
3155,1977,AUSTRALIA,Water sports
3156,1977,AUSTRALIA,Others
3157,1977,NEW CALEDONIA,Others
3158,1977,MEXICO,Water sports
3159,1976,AUSTRALIA,Others
3160,1976,USA,Water sports
3161,1976,SOUTH AFRICA,Others
3162,1976,AUSTRALIA,Others
3163,1976,USA,Water sports
3164,1976,SOUTH AFRICA,Water sports
3165,1976,SOUTH AFRICA,Others
3166,1976,SOUTH AFRICA,Others
3167,1976,USA,Water sports
3168,1976,SOUTH AFRICA,Water sports
3169,1976,NEW CALEDONIA,Others
3170,1976,AUSTRALIA,Water sports
3171,1976,HONG KONG,Others
3172,1976,USA,Water sports
3173,1976,USA,Water sports
3174,1976,USA,Water sports
3175,1976,USA,Water sports
3176,1976,USA,Water sports
3177,1976,USA,Others
3178,1976,USA,Others
3179,1976,USA,Water sports
3180,1976,USA,Others
3181,1976,USA,Water sports
3182,1976,USA,Water sports
3183,1976,ITALY,Others
3184,1976,AUSTRALIA,Others
3185,1976,SOUTH AFRICA,Others
3186,1976,USA,Others
3187,1976,USA,Others
3188,1976,SOUTH AFRICA,Others
3189,1976,SOUTH AFRICA,Others
3190,1976,SOUTH AFRICA,Others
3191,1976,SOUTH AFRICA,Others
3192,1976,SOUTH AFRICA,Others
3193,1976,AUSTRALIA,Others
3194,1976,SOUTH AFRICA,Others
3195,1976,USA,Water sports
3196,1976,NEW ZEALAND,Others
3197,1976,USA,Water sports
3198,1975,AUSTRALIA,Others
3199,1975,USA,Water sports
3200,1975,AUSTRALIA,Others
3201,1975,AUSTRALIA,Others
3202,1975,SOUTH AFRICA,Others
3203,1975,AUSTRALIA,Others
3204,1975,USA,Water sports
3205,1975,USA,Water sports
3206,1975,AUSTRALIA,Water sports
3207,1975,USA,Water sports
3208,1975,SOUTH AFRICA,Water sports
3209,1975,SOUTH AFRICA,Water sports
3210,1975,USA,Others
3211,1975,USA,Water sports
3212,1975,HONG KONG,Water sports
3213,1975,USA,Others
3214,1975,AUSTRALIA,Water sports
3215,1975,USA,Water sports
3216,1975,AUSTRALIA,Water sports
3217,1975,USA,Water sports
3218,1975,USA,Water sports
3219,1975,USA,Water sports
3220,1975,AUSTRALIA,Others
3221,1975,USA,Water sports
3222,1975,USA,Water sports
3223,1975,USA,Others
3224,1975,USA,Water sports
3225,1975,USA,Water sports
3226,1975,USA,Others
3227,1975,USA,Water sports
3228,1975,USA,Others
3229,1975,ITALY,Water sports
3230,1975,SOUTH AFRICA,Others
3231,1975,SOUTH AFRICA,Others
3232,1975,SOUTH AFRICA,Water sports
3233,1975,AUSTRALIA,Others
3234,1975,USA,Others
3235,1975,AUSTRALIA,Water sports
3236,1975,SOUTH AFRICA,Others
3237,1975,BANGLADESH,Others
3238,1975,SOUTH AFRICA,Water sports
3239,1975,SOUTH AFRICA,Others
3240,1975,AUSTRALIA,Water sports
3241,1975,AUSTRALIA,Others
3242,1975,AUSTRALIA,Others
3243,1975,SOUTH AFRICA,Others
3244,1975,AUSTRALIA,Water sports
3245,1975,BERMUDA,Others
3246,1975,REUNION,Others
3247,1974,AUSTRALIA,Others
3248,1974,USA,Others
3249,1974,USA,Water sports
3250,1974,USA,Water sports
3251,1974,ISRAEL,Water sports
3252,1974,USA,Water sports
3253,1974,USA,Water sports
3254,1974,AUSTRALIA,Others
3255,1974,USA,Water sports
3256,1974,HONG KONG,Water sports
3257,1974,HONG KONG,Water sports
3258,1974,HONG KONG,Water sports
3259,1974,HONG KONG,Water sports
3260,1974,CROATIA,Others
3261,1974,USA,Water sports
3262,1974,USA,Water sports
3263,1974,USA,Water sports
3264,1974,USA,Others
3265,1974,USA,Water sports
3266,1974,USA,Water sports
3267,1974,BRAZIL,Others
3268,1974,SOUTH AFRICA,Others
3269,1974,SOUTH AFRICA,Others
3270,1974,USA,Water sports
3271,1974,SOUTH AFRICA,Water sports
3272,1974,SOUTH AFRICA,Water sports
3273,1974,SOUTH AFRICA,Others
3274,1974,SOUTH AFRICA,Water sports
3275,1974,SOUTH AFRICA,Water sports
3276,1974,SOUTH AFRICA,Others
3277,1974,SOUTH AFRICA,Others
3278,1974,SOUTH AFRICA,Others
3279,1974,AUSTRALIA,Water sports
3280,1974,SOUTH AFRICA,Water sports
3281,1974,MOZAMBIQUE,Water sports
3282,1974,MOZAMBIQUE,Water sports
3283,1974,AUSTRALIA,Others
3284,1974,CROATIA,Others
3285,1973,MOZAMBIQUE,Others
3286,1973,MOZAMBIQUE,Water sports
3287,1973,PHILIPPINES,Water sports
3288,1973,USA,Water sports
3289,1973,MEXICO,Water sports
3290,1973,AUSTRALIA,Others
3291,1973,USA,Water sports
3292,1973,AUSTRALIA,Others
3293,1973,SOUTH AFRICA,Others
3294,1973,BAHAMAS,Water sports
3295,1973,HONG KONG,Water sports
3296,1973,MEXICO,Water sports
3297,1973,EGYPT,Others
3298,1973,AUSTRALIA,Others
3299,1973,AUSTRALIA,Water sports
3300,1973,USA,Others
3301,1973,HONG KONG,Water sports
3302,1973,MEXICO,Others
3303,1973,AUSTRALIA,Others
3304,1973,MOZAMBIQUE,Others
3305,1973,SOUTH AFRICA,Others
3306,1973,MEXICO,Water sports
3307,1973,SOUTH AFRICA,Water sports
3308,1973,USA,Water sports
3309,1973,PALAU,Water sports
3310,1973,PALAU,Water sports
3311,1973,SOUTH AFRICA,Water sports
3312,1972,SOUTH AFRICA,Others
3313,1972,MOZAMBIQUE,Water sports
3314,1972,MEXICO,Water sports
3315,1972,SOUTH AFRICA,Water sports
3316,1972,AUSTRALIA,Others
3317,1972,AUSTRALIA,Others
3318,1972,REUNION,Others
3319,1972,AUSTRALIA,Others
3320,1972,AUSTRALIA,Water sports
3321,1972,USA,Water sports
3322,1972,USA,Water sports
3323,1972,NEW ZEALAND,Water sports
3324,1972,USA,Water sports
3325,1972,MOZAMBIQUE,Water sports
3326,1972,USA,Water sports
3327,1972,USA,Others
3328,1972,AUSTRALIA,Water sports
3329,1972,USA,Water sports
3330,1972,AUSTRALIA,Others
3331,1972,AUSTRALIA,Others
3332,1972,USA,Water sports
3333,1972,USA,Water sports
3334,1972,FRENCH POLYNESIA,Others
3335,1972,WESTERN SAMOA,Water sports
3336,1972,AUSTRALIA,Others
3337,1972,MOZAMBIQUE,Water sports
3338,1972,PACIFIC OCEAN ,Others
3339,1972,USA,Others
3340,1972,AUSTRALIA,Water sports
3341,1972,AUSTRALIA,Others
3342,1972,SOUTH AFRICA,Water sports
3343,1971,SOUTH AFRICA,Others
3344,1971,MOZAMBIQUE,Others
3345,1972,FRANCE,Water sports
3346,1972,MARSHALL ISLANDS,Water sports
3347,1971,AUSTRALIA,Others
3348,1971,SOUTH AFRICA,Water sports
3349,1971,AUSTRALIA,Others
3350,1971,HONG KONG,Water sports
3351,1971,AUSTRALIA,Others
3352,1971,USA,Water sports
3353,1971,SOUTH AFRICA,Water sports
3354,1971,USA,Water sports
3355,1971,USA,Water sports
3356,1971,CROATIA,Water sports
3357,1971,AUSTRALIA,Others
3358,1971,AUSTRALIA,Water sports
3359,1971,USA,Others
3360,1971,USA,Water sports
3361,1971,SOUTH AFRICA,Water sports
3362,1971,BRITISH ISLES,Water sports
3363,1971,KENYA,Water sports
3364,1971,SOUTH AFRICA,Water sports
3365,1971,MEXICO,Water sports
3366,1971,VENEZUELA,Others
3367,1971,VENEZUELA,Others
3368,1971,MOZAMBIQUE,Others
3369,1971,NEW ZEALAND,Water sports
3370,1971,AUSTRALIA,Water sports
3371,1971,AUSTRALIA,Water sports
3372,1971,IRAN,Others
3373,1971,IRAN,Others
3374,1970,MOZAMBIQUE,Others
3375,1970,MOZAMBIQUE,Others
3376,1970,MICRONESIA,Others
3377,1970,USA,Others
3378,1970,,Others
3379,1970,USA,Water sports
3380,1970,USA,Water sports
3381,1970,MICRONESIA,Water sports
3382,1970,PALAU,Others
3383,1970,USA,Others
3384,1970,AUSTRALIA,Others
3385,1970,USA,Water sports
3386,1970,USA,Water sports
3387,1970,,Others
3388,1970,,Others
3389,1970,USA,Others
3390,1970,SOUTH AFRICA,Water sports
3391,1970,GRENADA,Others
3392,1970,GRENADA,Others
3393,1970,PHILIPPINES,Others
3394,1970,GRENADA,Water sports
3395,1970,,Water sports
3396,1970,SOLOMON ISLANDS,Water sports
3397,1970,USA,Water sports
3398,1970,USA,Others
3399,1970,,Others
3400,1970,MOZAMBIQUE,Water sports
3401,1970,MOZAMBIQUE,Water sports
3402,1970,MOZAMBIQUE,Water sports
3403,1970,MOZAMBIQUE,Water sports
3404,1970,EGYPT,Others
3405,1970,MEXICO,Water sports
3406,1970,ENGLAND,Others
3407,1970,PAPUA NEW GUINEA,Water sports
3408,1970,SRI LANKA,Water sports
3409,1970,SPAIN,Others
3410,1970,ITALY,Others
3411,1970,CROATIA,Others
3412,1970,IRAQ,Others
3413,1970,IRAQ,Others
3414,1970,IRAQ,Water sports
3415,1970,IRAQ,Others
3416,1969,AUSTRALIA,Water sports
3417,1969,USA,Water sports
3418,1969,AUSTRALIA,Others
3419,1969,USA,Water sports
3420,1969,USA,Water sports
3421,1969,USA,Others
3422,1969,USA,Others
3423,1969,USA,Water sports
3424,1969,USA,Water sports
3425,1969,,Others
3426,1969,ENGLAND,Others
3427,1969,USA,Others
3428,1969,USA,Water sports
3429,1969,USA,Others
3430,1969,JAMAICA,Water sports
3431,1969,USA,Others
3432,1969,USA,Water sports
3433,1969,USA,Water sports
3434,1969,DOMINICAN REPUBLIC,Water sports
3435,1969,AUSTRALIA,Others
3436,1969,AUSTRALIA,Others
3437,1969,USA,Others
3438,1969,AUSTRALIA,Others
3439,1969,USA,Water sports
3440,1969,AUSTRALIA,Others
3441,1969,AUSTRALIA,Water sports
3442,1969,AUSTRALIA,Water sports
3443,1969,AUSTRALIA,Others
3444,1969,BAHAMAS,Others
3445,1968,SOUTH AFRICA,Water sports
3446,1968,AUSTRALIA,Others
3447,1968,NEW ZEALAND,Water sports
3448,1968,AUSTRALIA,Others
3449,1968,SOUTH AFRICA,Others
3450,1968,SOUTH AFRICA,Others
3451,1968,SOUTH AFRICA,Others
3452,1968,PAPUA NEW GUINEA,Others
3453,1968,AUSTRALIA,Others
3454,1968,BAHAMAS,Others
3455,1968,USA,Others
3456,1968,PHILIPPINES,Others
3457,1968,USA,Water sports
3458,1968,NEW ZEALAND,Others
3459,1968,USA,Others
3460,1968,USA,Others
3461,1968,FRENCH POLYNESIA,Water sports
3462,1968,MALAYSIA,Others
